"SystematicName","StandardName","briefDescription","description","chromID","ORF.start","ORF.end","chromStrand","IntronID","Introns.length","Introns.start","Introns.end","Introns.chromStrand","relative.start","relative.end"
"YOR122C","PFY1","Profilin","Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA replication stress; highly conserved protein; human PFN1 (profilin 1) complements temperature sensitive pfy1 mutants, PFN1 mutations are a rare cause of ALS","chrXV",552298,552887,-1,"S000005648_C",208,552666,552874,-1,14,222
"YOR182C","RPS30B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress","chrXV",678191,678793,-1,"S000005708_C",410,678380,678790,-1,4,414
"YOR234C","RPL33B","Ribosomal 60S subunit protein L33B","Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33B has a paralog, RPL33A, that arose from the whole genome duplication","chrXV",778555,779405,-1,"S000005760_C",526,778860,779386,-1,20,546
"YOR293W","RPS10A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10A has a paralog, RPS10B, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia","chrXV",867098,867852,1,"S000005819_C",436,867150,867586,1,53,489
"YOR312C","RPL20B","Ribosomal 60S subunit protein L20B","Ribosomal 60S subunit protein L20B; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20B has a paralog, RPL20A, that arose from the whole genome duplication","chrXV",900250,901194,-1,"S000005839_C",425,900768,901193,-1,2,427
"YOR318C","","Dubious open reading frame","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo","chrXV",911784,912436,-1,"S000005845_C",346,912086,912432,-1,5,351
"YPL031C","PHO85","Cyclin-dependent kinase","Cyclin-dependent kinase; has ten cyclin partners; involved in regulating the cellular response to nutrient levels and environmental conditions and progression through the cell cycle; human lissencephaly-associated homolog CDK5 functionally complements null mutation","chrXVI",492018,493037,-1,"S000005952_C",101,492919,493020,-1,18,119
"YPL075W","GCR1","Transcriptional activator of genes involved in glycolysis","Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p; contains a long intron, which allows multiple RNA and protein isoforms with varying expression levels depending on glucose availability","chrXVI",412254,415362,1,"S000005996_C",750,412262,413012,1,9,759
"YPL079W","RPL21B","Ribosomal 60S subunit protein L21B","Ribosomal 60S subunit protein L21B; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21B has a paralog, RPL21A, that arose from the whole genome duplication","chrXVI",406636,407539,1,"S000006000_C",420,406647,407067,1,12,432
"YPL081W","RPS9A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9A has a paralog, RPS9B, that arose from the whole genome duplication","chrXVI",404950,406044,1,"S000006002_C",500,404957,405457,1,8,508
"YPL090C","RPS6A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6A has a paralog, RPS6B, that arose from the whole genome duplication","chrXVI",377291,378395,-1,"S000006011_C",393,377996,378389,-1,7,400
"YPL109C","MCO76","UbiB family mitochondrial protein","UbiB family mitochondrial protein; contains transmembrane domain and mitochondrial targeting sequence; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","chrXVI",345264,347389,-1,"S000006030_C",151,345445,345596,-1,1794,1945
"YPL129W","TAF14","Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes","Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes; involved in RNA polymerase II transcription initiation and in chromatin modification; contains a YEATS domain","chrXVI",305298,306137,1,"S000006050_C",104,305307,305411,1,10,114
"YPL143W","RPL33A","Ribosomal 60S subunit protein L33A","Ribosomal 60S subunit protein L33A; N-terminally acetylated; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33A has a paralog, RPL33B, that arose from the whole genome duplication","chrXVI",282122,282970,1,"S000006064_C",524,282141,282665,1,20,544
"YPL175W","SPT14","UDP-glycosyltransferase subunit of the GPI-GnT complex","UDP-glycosyltransferase subunit of the GPI-GnT complex; UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins","chrXVI",218630,220088,1,"S000006096_C",99,218647,218746,1,18,117
"YPL198W","RPL7B","Ribosomal 60S subunit protein L7B","Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication","chrXVI",173152,174702,1,"S000006119_C",406,173666,174072,1,515,921
"YPL198W","RPL7B","Ribosomal 60S subunit protein L7B","Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication","chrXVI",173152,174702,1,"S000006119_C",408,173163,173571,1,12,420
"YPL218W","SAR1","ARF family GTPase","ARF family GTPase; component of the COPII vesicle coat; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity aiding vesicle formation; localizes to ER-mitochondrial contact sites where it enhances membrane curvature, thereby reducing contact size via its N-terminal amphipathic helix; regulates mitochondrial fission and fusion dynamics","chrXVI",138698,139409,1,"S000006139_C",138,138726,138864,1,29,167
"YPL241C","CIN2","GTPase-activating protein (GAP) for Cin4p","GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; human homolog RP2 complements yeast null mutant","chrXVI",95372,96258,-1,"S000006162_C",79,96154,96233,-1,26,105
"YPL249C-A","RPL36B","Ribosomal 60S subunit protein L36B","Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36B has a paralog, RPL36A, that arose from the whole genome duplication","chrXVI",75699,76239,-1,"S000006438_C",237,75986,76223,-1,17,254
"YPL283C","YRF1-7","Helicase encoded by the Y' element of subtelomeric regions","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p","chrXVI",280,6007,-1,"S000006204_C",147,5841,5988,-1,20,167
"YPR010C-A","MIN8","Protein of unknown function","Protein of unknown function; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to cytosol; conserved among Saccharomyces sensu stricto species","chrXVI",582373,582734,-1,"S000122558_C",142,582559,582701,-1,34,176
"YPR028W","YOP1","Reticulon-interacting protein","Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress","chrXVI",623527,624202,1,"S000006232_C",132,623578,623710,1,52,184
"YPR043W","RPL43A","Ribosomal 60S subunit protein L43A","Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication","chrXVI",654166,654847,1,"S000006247_C",402,654168,654570,1,3,405
"YPR063C","","ER-localized protein of unknown function","ER-localized protein of unknown function","chrXVI",677812,678320,-1,"S000006267_C",85,678194,678279,-1,42,127
"YPR098C","TMH18","Mitochondrial protein of unknown function","Mitochondrial protein of unknown function; localized to the mitochondrial outer membrane","chrXVI",728947,729528,-1,"S000006302_C",95,729386,729481,-1,48,143
"YPR132W","RPS23B","Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit","Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit; required for translational accuracy; homologous to mammalian ribosomal protein S23 and bacterial S12; RPS23B has a paralog, RPS23A, that arose from the whole genome duplication; deletion of both RPS23A and RPS23B is lethal","chrXVI",794965,795767,1,"S000006336_C",364,795030,795394,1,66,430
"YPR153W","24-May","ER-associated high-pressure growth gene","ER-associated high-pressure growth gene; ER chaperone for nutrient permeases","chrXVI",833689,834245,1,"S000006357_C",133,833694,833827,1,6,139
"YPR170W-B","","Putative, non-essential component vacuolar ATPase","Putative, non-essential component vacuolar ATPase; conserved in fungi; SWAT-GFP fusion protein localizes to vacuole membrane; partially overlaps the dubious genes YPR169W-A, YPR170W-A and YRP170C","chrXVI",883239,883595,1,"S000028515_C",98,883388,883486,1,150,248
"YPR187W","RPO26","RNA polymerase subunit ABC23","RNA polymerase subunit ABC23; common to RNA polymerases I, II, and III; part of central core; similar to bacterial omega subunit","chrXVI",911257,911800,1,"S000006391_C",75,911277,911352,1,21,96
"YPR202W","","Putative protein of unknown function","Putative protein of unknown function; similar to telomere-encoded helicases; down-regulated at low calcium levels; YPR202W is not an essential gene; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo","chrXVI",943032,943896,1,"S000006406_C",147,943051,943198,1,20,167
