Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YPL061W,0.149688442,0.0625,0.115390486,0.048571429,0.045801625,0,0.076576738,0,0.262617689,0
YPL062W,1.023718969,0.766666667,0.848618025,0.634615385,0.779537254,0.727272727,1.51828823,1.461538462,1.273721368,1.142857143
YPL063W,0.176163929,0.1,0.122761857,0.068181818,0.061421469,0,0.205242976,0.090909091,0.167192311,0
YPL064C,0.906134491,0.648351648,0.759776233,0.538461538,0.703371967,0.470588235,0.668598873,0.421052632,1.221607166,0.736842105
YPL065W,0.126676944,0.076612903,0.092538653,0.056426332,0.057167442,0.035714286,0.172483858,0.086956522,0.156834825,0.074074074
YPL066W,0.264887179,0.1875,0.172819191,0.121076233,0.090985327,0.047619048,0.245051335,0.057142857,0.370464766,0.176470588
YPL067C,0.196765766,0.145400593,0.136735819,0.101851852,0.121399004,0.090909091,0.118494292,0.076923077,0.180791304,0.133333333
YPL068C,0.165943695,0.108196721,0.11355979,0.074626866,0.083721605,0.047619048,0.195005513,0.12,0.171899992,0.12
YPL069C,0.191641941,0.208955224,0.125632308,0.139784946,0.091527517,0.1,0.232794558,0.2,0.206277604,0.2
YPL070W,0.209034119,0.135036496,0.165877535,0.105740181,0.106221803,0,0.16766717,0,0.177926505,0
YPL071C,0.208430341,0.217557252,0.151313167,0.15727003,0.12279749,0.135135135,0.095849669,0.04040404,0.300805778,0.333333333
YPL072W,0.377424382,0.320422535,0.315708227,0.26779661,0.249514548,0.25,0.664616581,0.482758621,0.627671906,0.428571429
YPL073C,0.244376924,0.193333333,0.200390304,0.156976744,0.160907145,0.111111111,0.357261752,0.272727273,0.352911413,0.272727273
YPL074W,0.352493447,0.302521008,0.303182892,0.259259259,0.201666074,0.166666667,0.246644224,0.166666667,0.318411807,0.222222222
YPL075W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL076W,0.171761925,0.120996441,0.126783029,0.087078652,0.161002969,0.136363636,0.131173273,0.058823529,0.23664214,0.166666667
YPL077C,0.252118597,0.172727273,0.214236264,0.144,0.155046616,0.076923077,0.302409961,0.142857143,0.270486013,0.142857143
YPL078C,0.201318708,0.127516779,0.159453136,0.101694915,0.116588447,0.052631579,0.247905967,0.133333333,0.280470362,0.153846154
YPL079W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL080C,0.518512561,0.355932203,0.439285709,0.30075188,0.412656778,0.285714286,0.713633373,0.444444444,0.675401931,0.444444444
YPL081W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL082C,0.193032227,0.12,0.136221273,0.086956522,0.040182809,0,0.098052936,0.083333333,0.099533177,0.076923077
YPL083C,0.290483903,0.220930233,0.231913521,0.176470588,0.156685701,0.090909091,0.35432932,0.333333333,0.276661901,0.166666667
YPL084W,0.281613773,0.25,0.209303659,0.18018018,0.146533036,0.125,0.184710953,0.153846154,0.20884042,0.181818182
YPL085W,0.795414246,0.738636364,0.556758837,0.518518519,0.451465055,0.444444444,0.679399167,0.666666667,0.722425603,0.714285714
YPL086C,0.029271308,0,0.029519445,0,0.006870798,0,0.015852632,0,0.025708864,0
YPL087W,0.073261712,0,0.053131364,0,0.036523812,0,0.04327037,0,0.063177752,0
YPL088W,0.173101835,0.126760563,0.122801634,0.088235294,0.093142588,0.066666667,0.231084566,0.1,0.182076145,0.090909091
YPL089C,0.586387176,0.520833333,0.368336961,0.325925926,0.283244163,0.263157895,0.306132311,0.217391304,0.447786522,0.384615385
YPL090C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL091W,0.465288309,0.435185185,0.404552002,0.371900826,0.303877008,0.307692308,0.853812957,0.777777778,0.757435156,0.714285714
YPL092W,0.983697675,0.837837838,0.688369353,0.584615385,0.578946897,0.4,0.581351099,0.454545455,1.020527601,0.75
YPL093W,0.094047903,0,0.067925543,0,0.019479515,0,0.030691855,0,0.047848436,0
YPL094C,0.231607183,0.204819277,0.15937643,0.144144144,0.108636856,0.083333333,0.187981879,0.1,0.209176132,0.166666667
YPL095C,0.20070618,0.12345679,0.157353269,0.097938144,0.081215694,0,0.201576139,0.142857143,0.189832565,0.125
YPL096C-A,0.068810212,0,0.042758097,0,0.037774564,0,0.055611575,0,0.055815986,0
YPL096W,0.475418173,0.282485876,0.352337775,0.204444444,0.320531065,0.142857143,0.77757565,0.307692308,0.686750811,0.307692308
YPL097W,0.345673702,0.314606742,0.279336915,0.254807692,0.195920324,0.166666667,0.264545667,0.142857143,0.424425573,0.285714286
YPL098C,0.15919034,0,0.134361997,0,0.11456396,0,0.328681817,0.235294118,0.215377444,0
YPL099C,0.630220116,0.571428571,0.445148508,0.404624277,0.377842761,0.315789474,0.339965488,0.225806452,0.582337681,0.4
YPL100W,0.235636369,0.160714286,0.21517105,0.15,0.145560073,0.076923077,0.370913998,0.285714286,0.335793956,0.2
YPL101W,0.258560732,0.203883495,0.20486405,0.161290323,0.135151083,0.1,0.25430491,0.176470588,0.26786013,0.2
YPL102C,0.844342482,0.890410959,0.553431307,0.587973274,0.455980432,0.463414634,0.885530276,1.043478261,0.953331158,0.947368421
YPL103C,0.15834106,0.138686131,0.127340306,0.111111111,0.076163316,0.064516129,0.114127781,0.095238095,0.116365261,0.095238095
YPL104W,0.19311952,0.136150235,0.129313907,0.092198582,0.083796004,0.055555556,0.17341195,0.125,0.169260056,0.12
YPL105C,0.854390001,0.75862069,0.662242113,0.588235294,0.667547866,0.555555556,0.963103791,0.857142857,0.880484261,0.785714286
YPL106C,0.172826219,0.079681275,0.132421449,0.062295082,0.07693257,0.028571429,0.159245091,0.038461538,0.15755474,0.047619048
YPL107W,0.310727967,0.339622642,0.25815919,0.278688525,0.193329242,0.166666667,0.58655771,0.666666667,0.424201707,0.333333333
YPL108W,0.188685691,0.133971292,0.125216924,0.088028169,0.10721039,0.064516129,0.176011123,0.090909091,0.191024587,0.107142857
YPL109C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL110C,0.566456982,0.406976744,0.398294525,0.286764706,0.292308057,0.210526316,0.40909269,0.333333333,0.452691737,0.357142857
YPL111W,0.128025393,0.067307692,0.09564749,0.050583658,0.075773879,0.037037037,0.069453506,0.032258065,0.105472424,0.05
YPL112C,0.176352127,0.13740458,0.12269991,0.095375723,0.104270528,0.08,0.235594697,0.153846154,0.2143186,0.133333333
YPL113C,0.204276538,0.184,0.15260954,0.139372822,0.124748284,0.095238095,0.115619784,0.076923077,0.158542856,0.115384615
YPL114W,0.173310128,0,0.127001269,0,0.113007716,0,0.168481297,0,0.177887721,0
YPL115C,0.338262539,0.205128205,0.278710582,0.17032967,0.202634409,0.133333333,0.353945228,0.266666667,0.359025484,0.25
YPL116W,0.161119934,0.101694915,0.14237122,0.092307692,0.079828023,0,0.189156788,0,0.174303736,0
YPL117C,0.085123242,0,0.063448115,0,0.041999015,0,0.069367119,0,0.100970433,0
YPL118W,0.525369302,0.388571429,0.398803249,0.302325581,0.330221461,0.25,0.475148662,0.3,0.702916667,0.5
YPL119C-A,0.393990072,0.289017341,0.388141133,0.280453258,0.320986877,0.230769231,0.340394221,0.25,0.370614697,0.285714286
YPL119C,0.25679881,0.161572052,0.215666891,0.135135135,0.149826779,0.090909091,0.199670685,0.15,0.233882951,0.15
YPL120W,0.235111963,0.204819277,0.153696314,0.13372093,0.119285401,0.111111111,0.281828348,0.230769231,0.280712484,0.222222222
YPL121C,0.184273367,0,0.099463882,0,0.068210973,0,0.213995993,0,0.180342343,0
YPL122C,0.06260885,0,0.044665371,0,0.009140242,0,0.031656088,0,0.016311578,0
YPL123C,0.208844051,0.189655172,0.151062888,0.135135135,0.087636439,0.05,0.268221427,0.25,0.248767628,0.25
YPL124W,0.387976915,0.336538462,0.32909392,0.286516854,0.372046907,0.263157895,0.416664751,0.260869565,0.763465286,0.4
YPL125W,0.261200965,0.202898551,0.177075117,0.13559322,0.099219777,0.055555556,0.178227389,0.111111111,0.191658845,0.142857143
YPL126W,0.331537656,0.282608696,0.235821469,0.201680672,0.145435431,0.125,0.197753033,0.166666667,0.253469567,0.1875
YPL127C,0.171441316,0,0.119154701,0,0.098014197,0,0.084317078,0,0.161256657,0
YPL128C,0.128731577,0.079207921,0.09335366,0.061068702,0.042770095,0,0.073458533,0,0.073932115,0
YPL129W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL130W,0.55378418,0.508474576,0.474183909,0.436090226,0.388806052,0.357142857,0.610839939,0.529411765,0.778342854,0.666666667
YPL131W,0.026626507,0,0.019632241,0,0.012686147,0,0.017435655,0,0.025117784,0
YPL132W,0.100182128,0,0.093737784,0,0.045958329,0,0.094302444,0,0.086787637,0
YPL133C,0.325798457,0.279279279,0.256672367,0.218045113,0.152460912,0.117647059,0.420943699,0.333333333,0.399353693,0.333333333
YPL134C,0.125373851,0,0.095041907,0,0.074966965,0,0.08990219,0,0.111697886,0
YPL135C-A,0.004177532,0,0.003102655,0,0.002683905,0,0.004910306,0,0.00447337,0
YPL135W,0.178914981,0.195804196,0.14215966,0.156069364,0.101367275,0.111111111,0.168579956,0.176470588,0.171915238,0.181818182
YPL136W,0.446974495,0.357142857,0.300830739,0.238853503,0.26472012,0.212121212,0.309413313,0.24137931,0.324188626,0.24137931
YPL137C,0.25549996,0.20952381,0.180764298,0.144486692,0.128383199,0.111111111,0.187428319,0.166666667,0.188036275,0.166666667
YPL138C,0.232901711,0.180555556,0.164181549,0.127659574,0.139504641,0.1,0.321960583,0.2,0.323652881,0.2
YPL139C,0.343225753,0.246753247,0.307497912,0.222891566,0.209469214,0.142857143,0.243225878,0.166666667,0.342255398,0.25
YPL140C,0.29568097,0.183673469,0.23679985,0.155172414,0.148080218,0,0.264384447,0.15,0.315605585,0.2
YPL141C,0.324622796,0.272151899,0.257510775,0.213903743,0.192866441,0.134615385,0.267814224,0.25,0.296595805,0.25
YPL142C,nan,nan,nan,nan,0.572566799,0.285714286,nan,nan,1.127269481,0.5
YPL143W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL144W,0.157055825,0.12109375,0.136680678,0.106007067,0.096925943,0.064516129,0.137440309,0.115384615,0.135270044,0.074074074
YPL145C,0.114540604,0,0.082092492,0,0.062699676,0,0.04483105,0,0.076696185,0
YPL146C,0.419900651,0.238095238,0.309222385,0.17721519,0.238522267,0.111111111,0.320426159,0.25,0.528268176,0.3
YPL147W,0.223447345,0.11627907,0.180310752,0.097402597,0.144719584,0.058823529,0.192428371,0.090909091,0.21402144,0.076923077
YPL148C,0.248923834,0.246511628,0.192006578,0.190839695,0.153712805,0.142857143,0.412964855,0.375,0.374136652,0.375
YPL149W,0.285570947,0.231343284,0.239380846,0.189542484,0.176320486,0.125,0.381041984,0.333333333,0.345227834,0.333333333
YPL150W,0.236926817,0.194805195,0.220807145,0.175,0.1150991,0.066666667,0.224572748,0.166666667,0.253159503,0.2
YPL151C,0.206324455,0.166666667,0.18742842,0.150579151,0.147661411,0.117647059,0.172844649,0.15,0.206855634,0.181818182
YPL152W-A,0.981477374,1.252747253,0.700631012,0.8891258,0.606374487,0.803921569,0.589466252,0.324675325,1.284946126,1.7
YPL152W,0.12218745,0.062827225,0.103515665,0.054054054,0.090240603,0.041666667,0.139073125,0.076923077,0.177037452,0.076923077
YPL153C,0.155590213,0.107843137,0.119386113,0.086021505,0.082440961,0.045454545,0.124233403,0.076923077,0.122176895,0.071428571
YPL154C,0.143044418,0.088709677,0.11796136,0.075342466,0.113435942,0.066666667,0.112530756,0.066666667,0.131690083,0.066666667
YPL155C,0.243887623,0.225352113,0.202389554,0.187878788,0.144259852,0.133333333,0.214662283,0.166666667,0.236264007,0.2
YPL156C,0.171699385,0.095808383,0.130237849,0.073170732,0.197522143,0.181818182,0.271076302,0.166666667,0.322179789,0.2
YPL157W,0.71705937,0.623931624,0.524288599,0.456375839,0.465364786,0.4,0.720914583,0.533333333,0.919744207,0.666666667
YPL158C,0.505400325,0.402985075,0.420128757,0.335483871,0.346965234,0.290322581,0.573923169,0.5,0.58967512,0.444444444
YPL159C,0.59822121,0.521126761,0.440496974,0.379888268,0.395471873,0.315789474,0.521548687,0.476190476,0.444313574,0.428571429
YPL160W,0.118774168,0.086021505,0.098117498,0.071428571,0.026136703,0,0.050428687,0,0.051213529,0
YPL161C,0.331011465,0.198198198,0.237391369,0.14084507,0.197554914,0.111111111,0.253420446,0.214285714,0.369088139,0.230769231
YPL162C,0.529945048,0.455696203,0.329925222,0.281437126,0.266562521,0.222222222,0.482506075,0.266666667,0.536200325,0.333333333
YPL163C,0.742251505,0.560747664,0.467288094,0.351351351,0.413266716,0.333333333,0.655557795,0.454545455,0.64884599,0.454545455
YPL164C,0.258498233,0.246305419,0.21424832,0.206008584,0.155567269,0.153846154,0.310069348,0.3,0.284845566,0.266666667
YPL165C,0.267192239,0.227488152,0.205776444,0.174358974,0.168432592,0.142857143,0.297073716,0.230769231,0.317918779,0.238095238
YPL166W,0.726542977,0.633587786,0.590508077,0.509677419,0.497194004,0.375,0.617334086,0.6,1.289464358,1
YPL167C,0.275161171,0.236734694,0.211964283,0.180487805,0.140829778,0.136363636,0.265757695,0.25,0.244366848,0.230769231
YPL168W,0.508909999,0.456896552,0.391550523,0.354609929,0.31146816,0.272727273,0.652083242,0.5,0.61159523,0.5
YPL169C,0.17602064,0.137777778,0.130607542,0.103942652,0.080265787,0.0625,0.127487085,0.090909091,0.121306927,0.076923077
YPL170W,0.054759491,0,0.038847504,0,0.027489453,0,0.056010454,0,0.056001993,0
YPL171C,0.121806065,0.068571429,0.090450039,0.049773756,0.08358219,0.043478261,0.107840409,0.0625,0.109962138,0.055555556
YPL172C,0.26822109,0.202797203,0.238928156,0.179487179,0.204349601,0.125,0.436037017,0.3,0.366405962,0.25
YPL173W,0.164104269,0,0.138743212,0,0.100201796,0,0.161188999,0.111111111,0.192630695,0
YPL174C,0.633670387,0.490909091,0.442105047,0.337931034,0.319887858,0.25,0.702610907,0.625,0.730618317,0.6
YPL175W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL176C,0.33214052,0.274509804,0.236556818,0.195876289,0.175491216,0.153846154,0.26866068,0.25,0.323000647,0.263157895
YPL177C,0.301893515,0.239583333,0.219598111,0.172839506,0.205878325,0.133333333,0.165052019,0.090909091,0.366786156,0.2
YPL178W,0.114056761,0.062130178,0.104100948,0.056910569,0.100501648,0.051282051,0.172930226,0.074074074,0.153850778,0.066666667
YPL179W,0.079172834,0,0.065749035,0,0.026515398,0,0.109154919,0,0.093990708,0
YPL180W,0.433363979,0.346938776,0.346540124,0.272727273,0.254673824,0.214285714,0.330728543,0.25,0.412392698,0.285714286
YPL181W,0.244036159,0.18,0.190338607,0.141666667,0.140722608,0.111111111,0.423367058,0.260869565,0.306991623,0.185185185
YPL182C,0.401615287,0.436781609,0.352230352,0.378947368,0.342552293,0.3,0.521017123,0.571428571,0.44870681,0.428571429
YPL183C,0.216019847,0.171487603,0.15708419,0.126394052,0.099834095,0.090909091,0.190294163,0.153846154,0.179597091,0.16
YPL183W-A,0.904763014,0.746268657,0.742157068,0.610932476,0.680658172,0.5625,0.937769519,0.5,1.213162196,1.222222222
YPL184C,0.132045664,0.076530612,0.109849747,0.061674009,0.090094553,0.052631579,0.130154847,0.076923077,0.134088475,0.076923077
YPL185W,0.306474569,0.196721311,0.205717554,0.130612245,0.180066021,0.111111111,0.161352146,0.041666667,0.300062108,0.096774194
YPL186C,0.308754305,0.23,0.208311968,0.155555556,0.175082187,0.125,0.302744975,0.230769231,0.348508876,0.263157895
YPL187W,0.112655436,0.045602606,0.083992863,0.033854167,0.069071631,0.023809524,0.047015266,0.015503876,0.103779764,0.034482759
YPL188W,0.041874126,0,0.036005425,0,0.041522223,0,0.035257126,0,0.041989406,0
YPL189C-A,0.026259902,0,0.020190645,0,0.017577542,0,0.024832213,0,0.027274621,0
YPL189W,0.407319446,0.387755102,0.288388096,0.276315789,0.23014741,0.1875,0.436183315,0.37037037,0.43042991,0.333333333
YPL190C,0.174505304,0.099415205,0.121269323,0.071428571,0.084092566,0.038461538,0.177895759,0.071428571,0.132431282,0.045454545
YPL191C,0.170088855,0.109090909,0.142959623,0.093023256,0.120949273,0.086956522,0.185075605,0.0625,0.219925746,0.1
YPL192C,0.261295789,0.175257732,0.223420922,0.150684932,0.199221372,0.130434783,0.126476368,0.090909091,0.269518189,0.1875
YPL193W,0.288573787,0.223076923,0.236401156,0.183333333,0.203333036,0.153846154,0.429805327,0.333333333,0.412651152,0.294117647
YPL194W,0.730000464,0.606557377,0.541119242,0.454545455,0.501642825,0.4,1.118326761,0.666666667,0.969872846,0.666666667
YPL195W,0.2628259,0.220588235,0.199032004,0.166666667,0.116571224,0.090909091,0.119018362,0.076923077,0.210729417,0.166666667
YPL196W,0.096873984,0,0.088460083,0,0.063982144,0,0.040908994,0,0.106643749,0
YPL197C,0.37131451,0.366666667,0.275737077,0.274336283,0.252764457,0.25,0.154824665,0.105263158,0.290256067,0.368421053
YPL198W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL199C,0.182228919,0.116923077,0.135419083,0.085574572,0.104719954,0.047619048,0.291674865,0.166666667,0.281753425,0.142857143
YPL200W,0.161336468,0.115311909,0.106345196,0.075136612,0.082013252,0.0625,0.213045683,0.142857143,0.185617512,0.119047619
YPL201C,0.491629456,0.4,0.323542529,0.264705882,0.300917193,0.222222222,0.43525618,0.3,0.501877592,0.357142857
YPL202C,1.027950116,0.775862069,0.749245261,0.567567568,0.612894083,0.5,0.782096011,0.6,1.16490655,0.875
YPL203W,0.212472571,0.183206107,0.16760949,0.146496815,0.084518346,0.052631579,0.104375939,0.0625,0.16819383,0.117647059
YPL204W,0.058685609,0,0.038071676,0,0.010257989,0,0.05921139,0,0.075329792,0
YPL205C,0.120658583,0,0.087370882,0,0.072288232,0,0.03538118,0,0.148325531,0
YPL206C,0.076500448,0.029166667,0.059435902,0.022375215,0.045643398,0.023255814,0.062476818,0.031746032,0.082152173,0.028571429
YPL207W,0.151491287,0.13,0.118795316,0.101941748,0.08962116,0.083333333,0.145395061,0.130434783,0.14698432,0.130434783
YPL208W,0.563937087,0.4,0.403283283,0.294117647,0.359624072,0.25,0.604038423,0.333333333,0.616788609,0.333333333
YPL209C,0.125173916,0.113207547,0.101784786,0.095238095,0.081749014,0.076923077,0.112713742,0.1,0.149146547,0.125
YPL210C,0.258943314,0.231578947,0.189087538,0.165289256,0.139717785,0.125,0.262766904,0.157894737,0.243417806,0.166666667
YPL211W,0.029306658,0,0.027634414,0,0.020750836,0,0.028419083,0,0.029043663,0
YPL212C,0.515498255,0.452054795,0.405108627,0.352272727,0.37741141,0.333333333,0.389950339,0.3125,0.508554081,0.4
YPL213W,0.459191838,0.37254902,0.35095814,0.290322581,0.283789387,0.166666667,0.791384651,0.666666667,0.765419951,0.666666667
YPL214C,0.1020997,0.054421769,0.094001999,0.051612903,0.111951552,0.052631579,0.163439412,0.1,0.16845345,0.090909091
YPL215W,0.066557961,0,0.055572632,0,0.043660345,0,0.070828176,0,0.085496187,0
YPL216W,0.619225513,0.520661157,0.428220641,0.358974359,0.315024794,0.272727273,0.518087206,0.470588235,0.617604647,0.5
YPL217C,0.177963647,0.14379085,0.152641264,0.124378109,0.103843031,0.086956522,0.161252551,0.125,0.154466069,0.125
YPL218W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL219W,0.196563918,0.144927536,0.126603741,0.09375,0.072833096,0.05,0.224238874,0.161290323,0.225465151,0.142857143
YPL220W,0.008019151,0,0.005404159,0,0.002673944,0,0.006696511,0,0.006511105,0
YPL221W,0.287801732,0.173913043,0.196828464,0.11827957,0.130642583,0.076923077,0.180371822,0.117647059,0.22266095,0.111111111
YPL222C-A,0.198009473,0,0.164006299,0,0.127892254,0,0.200484157,0,0.211819546,0
YPL222W,0.348859631,0.293103448,0.232126098,0.2,0.176999677,0.157894737,0.363997055,0.307692308,0.335545308,0.272727273
YPL223C,0.286485289,0.202898551,0.181164946,0.127877238,0.161439263,0.12195122,0.219568671,0.176470588,0.352266803,0.260869565
YPL224C,0.292851893,0.232,0.240468517,0.1875,0.13760052,0.083333333,0.294075559,0.222222222,0.409643765,0.25
YPL225W,0.05644453,0,0.036811909,0,0.025079777,0,0.067331767,0,0.057120359,0
YPL226W,0.189681213,0.079207921,0.131343289,0.054878049,0.068078405,0.028571429,0.089663741,0.052631579,0.094446839,0.052631579
YPL227C,0.166510717,0.125,0.125585058,0.092857143,0.093583515,0.066666667,0.176978676,0.117647059,0.182650404,0.125
YPL228W,0.161047516,0.08,0.139599986,0.07079646,0.083250088,0,0.176923673,0,0.187329679,0
YPL229W,0.502443447,0.501805054,0.314914739,0.315521628,0.289210447,0.25,0.698464406,0.714285714,0.610475867,0.526315789
YPL230W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL231W,0.138660322,0.078431373,0.107149447,0.060085837,0.034687528,0.033333333,0.070549841,0.066666667,0.068195049,0.0625
YPL232W,0.06442532,0.062730627,0.039380935,0.038461538,0.025051413,0.023809524,0.043697742,0.032258065,0.047325468,0.034482759
YPL233W,0.078529684,0,0.042294828,0,0.025192096,0,0.052509748,0,0.054655039,0
YPL234C,0.009611169,0,0.008182207,0,0.00608415,0,0.008805826,0,0.013920225,0
YPL235W,0.025136207,0,0.023410207,0,0.00417193,0,0.038528004,0,0.026335403,0
YPL236C,0.153243349,0.076470588,0.123195505,0.06,0.101079048,0.045454545,0.187338496,0.066666667,0.194979401,0.066666667
YPL237W,0.05776462,0,0.045007122,0,0.032982625,0,0.057515538,0,0.05959936,0
YPL238C,0.083498022,0,0.053039284,0,0.045709353,0,0.091557119,0,0.083144433,0
YPL239W,0.16351782,0.142857143,0.104909432,0.090517241,0.094375767,0.08,0.084161652,0.037037037,0.134393813,0.086956522
YPL240C,0.052513688,0.034313725,0.031716511,0.020547945,0.012477318,0,0.023135354,0,0.023280117,0
YPL241C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL242C,0.261524067,0.15819209,0.204213592,0.122362869,0.106709162,0.05,0.158345392,0.111111111,0.167754573,0.111111111
YPL243W,0.14009539,0.074766355,0.09355946,0.049122807,0.053543473,0,0.074622408,0,0.096841015,0
YPL244C,0.154455525,0.14137931,0.113470857,0.104395604,0.088365407,0.076923077,0.147200321,0.119047619,0.1352632,0.097560976
YPL245W,0.094255941,0.044742729,0.070782887,0.033457249,0.023964559,0,0.083004786,0.027027027,0.097636914,0.045454545
YPL246C,0.075897911,0,0.051393523,0,0.041502982,0,0.10688642,0,0.088369842,0
YPL247C,0.188385881,0.125,0.142517483,0.094117647,0.066415706,0,0.204280534,0.055555556,0.274887114,0.1
YPL248C,0.381785148,0.309433962,0.261114444,0.207746479,0.206867972,0.166666667,0.354155938,0.294117647,0.333574197,0.285714286
YPL249C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL249C,0.427941251,0.384615385,0.30268049,0.275362319,0.207235318,0.2,0.351736991,0.307692308,0.363462913,0.333333333
YPL250C,0.364584578,0.458598726,0.230078811,0.28959276,0.21374627,0.260869565,0.338276806,0.318181818,0.288494066,0.285714286
YPL250W-A,0.23058649,0.355555556,0.199928982,0.308724832,0.332175589,0.285714286,0.042237808,0.066666667,0.490879786,0.4
YPL251W,0.181133627,0.099787686,0.132554536,0.073825503,0.543205714,0.285714286,0.119411519,0.081632653,1.085614732,0.555555556
YPL252C,0.325439977,0.402985075,0.252715,0.320987654,0.219527842,0.25,0.450240119,0.6,0.46689392,0.6
YPL253C,0.745991918,0.630252101,0.438523848,0.365168539,0.324204331,0.307692308,0.590649678,0.428571429,0.601501498,0.454545455
YPL254W,0.156852689,0.097122302,0.133188237,0.082018927,0.122092937,0.058823529,0.309508735,0.210526316,0.342854261,0.2
YPL255W,0.353469823,0.196721311,0.247651683,0.135802469,0.21454228,0.125,0.185426625,0.103448276,0.41225082,0.25
YPL256C,0.208402008,0.119402985,0.158294489,0.095238095,0.085075887,0,0.172197339,0.090909091,0.166368515,0
YPL257W,1.00361892,0.985714286,0.857248066,0.858974359,0.599588847,0.571428571,1.330430418,1.184210526,1.231291473,1.166666667
YPL258C,0.205884378,0.147321429,0.165825356,0.120300752,0.110935793,0.058823529,0.169392829,0.1,0.178378403,0.083333333
YPL259C,0.09373418,0.052631579,0.074682385,0.040723982,0.029675387,0,0.116436976,0.041666667,0.094374873,0.03030303
YPL260W,0.347184341,0.2,0.23937033,0.142857143,0.172818867,0.111111111,0.456710894,0.142857143,0.572633752,0.230769231
YPL261C,0.367510404,0.278145695,0.383328265,0.287671233,0.583929757,0.25,0.629316204,0.555555556,1.32880566,0.555555556
YPL262W,0.05290802,0,0.037506912,0,0.004137154,0,0.050791756,0,0.038223064,0
YPL263C,0.195154436,0.153508772,0.132450568,0.104234528,0.091702325,0.074074074,0.187138853,0.142857143,0.167559038,0.125
YPL264C,0.115121732,0.055555556,0.088031266,0.042402827,0.080245631,0.032258065,0.073541485,0.043478261,0.138777057,0.045454545
YPL265W,0.120827129,0.101351351,0.101850422,0.083832335,0.071853091,0.0625,0.090693335,0.066666667,0.089789233,0.071428571
YPL266W,0.031945213,0,0.023848019,0,0.015827471,0,0.035742474,0,0.034489291,0
YPL267W,0.235595943,0.245210728,0.206909984,0.214532872,0.183243437,0.1875,0.292522361,0.272727273,0.231837769,0.230769231
YPL268W,0.267276323,0.145098039,0.192537547,0.105182927,0.134021459,0.092307692,0.207133744,0.161290323,0.263149107,0.166666667
YPL269W,0.224010418,0.172093023,0.155686041,0.116607774,0.111402182,0.083333333,0.226317917,0.157894737,0.203230565,0.142857143
YPL270W,0.241630599,0.184615385,0.208402652,0.154929577,0.179969305,0.113207547,0.228152009,0.2,0.232239584,0.166666667
YPL271W,0.023772,0,0.023964402,0,0.021347934,0,0.091374511,0,0.037573267,0
YPL272C,0.154148153,0.076923077,0.105249324,0.0528,0.069758887,0.029850746,0.181951991,0.066666667,0.207276247,0.071428571
YPL273W,0.057267554,0,0.041323386,0,0.030028473,0,0.081346349,0.043478261,0.069182019,0
YPL274W,0.079167837,0.052995392,0.064037688,0.04398827,0.038760149,0.028846154,0.058779034,0.04,0.059012737,0.036363636
YPL277C,0.221171684,0.18627451,0.181023591,0.152542373,0.138888021,0.105263158,0.13945218,0.083333333,0.198343462,0.142857143
YPL278C,0.349025734,0.158844765,0.295335347,0.135220126,0.279491974,0.117647059,0.299203238,0.259259259,0.385402278,0.263157895
YPL279C,0.298203716,0.24,0.25185832,0.198275862,0.203406488,0.166666667,0.388167155,0.285714286,0.367599852,0.285714286
YPL280W,0.090297359,0,0.068297897,0,0.041453192,0,0.02479216,0,0.087370174,0
YPL281C,0.001614797,0,0.001192748,0,0.001272265,0,0.001908397,0,0.001272265,0
YPL282C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YPL283C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL283W-A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YPL283W-B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YPR001W,0.401280807,0.368421053,0.327718033,0.302521008,0.223764572,0.166666667,0.664526988,0.428571429,0.543183997,0.363636364
YPR002C-A,0.832881118,0.39083558,0.658036663,0.306306306,0.338948473,0.25,0.90745458,0.307692308,0.72915511,0.571428571
YPR002W,0.364112179,0.36,0.304829127,0.285714286,0.192439258,0.111111111,0.255209924,0.111111111,0.420274223,0.181818182
YPR003C,0.422566015,0.303030303,0.363305154,0.258928571,0.242113853,0.166666667,0.45267805,0.333333333,0.457563674,0.333333333
